000060e3121c7305,xclick,/m/019dx1,1,0.252500,0.297500,0.409560,0.486410,0,0,0,0,0,0.252500,0.252500,0.297500,0.297500,0.409560,0.480787,0.486410,0.486410
000060e3121c7305,xclick,/m/019dx1,1,0.416875,0.515000,0.528585,0.628866,0,0,0,0,0,0.429375,0.416875,0.515000,0.466250,0.528585,0.611059,0.586692,0.628866
000060e3121c7305,xclick,/m/019dx1,1,0.590625,0.658750,0.615745,0.711340,0,0,0,0,0,0.603750,0.590625,0.635625,0.658750,0.615745,0.656045,0.711340,0.671040
000060e3121c7305,xclick,/m/019dx1,1,0.810000,0.990625,0.678538,0.857545,0,0,0,0,0,0.810000,0.846875,0.990625,0.972500,0.746017,0.678538,0.775070,0.857545
000060e3121c7305,xclick,/m/01m2v,1,0.339375,0.391875,0.637301,0.660731,0,0,0,0,0,0.339375,0.391875,0.350625,0.372500,0.649485,0.651359,0.660731,0.637301
000060e3121c7305,xclick,/m/01mzpv,1,0.368750,0.538750,0.623243,0.999063,0,0,0,0,0,0.514375,0.368750,0.491250,0.538750,0.623243,0.723524,0.999063,0.903468
000060e3121c7305,xclick,/m/01s105,1,0.531250,0.661875,0.645736,0.909091,1,0,0,0,0,0.567500,0.531250,0.623750,0.661875,0.645736,0.667291,0.909091,0.697282
000060e3121c7305,xclick,/m/01y9k5,1,0.231250,0.712500,0.649485,0.970947,0,0,0,0,0,0.552500,0.619375,0.231250,0.712500,0.649485,0.970947,0.659794,0.811621
000060e3121c7305,xclick,/m/021sj1,1,0.000000,0.999375,0.000000,0.999063,1,1,0,0,1,0.873750,0.999375,0.111875,0.000000,0.999063,0.893158,0.000000,0.110590
000060e3121c7305,xclick,/m/02rdsp,1,0.224375,0.999375,0.312090,0.999063,0,0,0,0,0,0.226875,0.224375,0.874375,0.999375,0.312090,0.841612,0.999063,0.888472
000060e3121c7305,xclick,/m/02rdsp,1,0.253750,0.292500,0.415183,0.480787,0,0,0,0,0,0.270625,0.253750,0.263125,0.292500,0.415183,0.434864,0.480787,0.440487
000060e3121c7305,xclick,/m/02rdsp,1,0.293750,0.319375,0.628866,0.663543,0,0,0,0,0,0.311875,0.293750,0.311875,0.319375,0.628866,0.647610,0.663543,0.657919
000060e3121c7305,xclick,/m/02rdsp,1,0.311875,0.331875,0.457357,0.492034,0,0,0,0,0,0.330625,0.311875,0.316875,0.331875,0.457357,0.469541,0.492034,0.473290
000060e3121c7305,xclick,/m/02rdsp,1,0.366875,0.540000,0.619494,0.998126,0,0,0,0,0,0.485625,0.366875,0.390000,0.540000,0.619494,0.740394,0.998126,0.647610
000060e3121c7305,xclick,/m/02rdsp,1,0.392500,0.426875,0.455483,0.490159,0,0,0,0,0,0.407500,0.392500,0.426875,0.424375,0.455483,0.473290,0.490159,0.486410
000060e3121c7305,xclick,/m/02rdsp,1,0.466875,0.488750,0.457357,0.486410,0,0,0,0,0,0.480625,0.466875,0.476875,0.488750,0.457357,0.475164,0.486410,0.480787
000060e3121c7305,xclick,/m/02rdsp,1,0.573125,0.653750,0.625117,0.709466,0,0,0,0,0,0.601250,0.573125,0.643750,0.653750,0.625117,0.652296,0.709466,0.654171
000060e3121c7305,xclick,/m/02rdsp,1,0.597500,0.619375,0.509841,0.594189,0,0,0,0,0,0.603750,0.597500,0.611250,0.619375,0.509841,0.565136,0.594189,0.521087
000060e3121c7305,xclick,/m/02rdsp,1,0.658750,0.738125,0.835989,0.999063,0,0,0,0,0,0.692500,0.658750,0.685625,0.738125,0.835989,0.876289,0.999063,0.876289
000060e3121c7305,xclick,/m/02rdsp,1,0.818125,0.991875,0.684161,0.848172,0,0,0,0,0,0.851250,0.818125,0.967500,0.991875,0.684161,0.732896,0.848172,0.746017
000060e3121c7305,xclick,/m/04bcr3,1,0.228750,0.696875,0.465792,0.926898,1,0,0,0,0,0.228750,0.553125,0.696875,0.257500,0.850047,0.465792,0.536082,0.926898
000060e3121c7305,xclick,/m/05kyg_,1,0.000000,0.029375,0.689784,0.999063,0,1,0,0,0,0.010000,0.029375,0.006250,0.000000,0.689784,0.999063,0.999063,0.951265
000060e3121c7305,xclick,/m/05kyg_,1,0.618750,0.999375,0.684161,0.999063,1,1,0,0,0,0.710625,0.618750,0.999375,0.954375,0.684161,0.960637,0.885661,0.999063
000060e3121c7305,xclick,/m/0fqfqc,1,0.231875,0.363750,0.677601,0.843486,0,0,1,0,0,0.231875,0.363750,0.362500,0.233125,0.677601,0.681350,0.820056,0.843486
000060e3121c7305,xclick,/m/0gjbg72,1,0.234375,0.691875,0.468604,0.693533,1,0,0,0,0,0.689375,0.661250,0.234375,0.691875,0.468604,0.693533,0.469541,0.654171
00022a6311159428,xclick,/m/03bt1vf,1,0.000000,0.270000,0.083594,0.857031,1,1,0,0,0,0.098125,0.000000,0.114375,0.270000,0.083594,0.365625,0.857031,0.389062
00022a6311159428,xclick,/m/03bt1vf,1,0.733125,0.999375,0.114063,0.868750,1,1,0,0,0,0.815625,0.733125,0.971250,0.999375,0.114063,0.285938,0.868750,0.738281
00022a6311159428,xclick,/m/0dzct,1,0.515000,0.681875,0.182031,0.475000,1,0,0,0,0,0.598125,0.681875,0.575625,0.515000,0.182031,0.349219,0.475000,0.362500
00022a6311159428,xclick,/m/0dzct,1,0.835625,0.955000,0.004688,0.166406,1,1,0,0,0,0.873750,0.835625,0.955000,0.916875,0.004688,0.094531,0.121875,0.166406
0002af997ecdfcf4,activemil,/m/03q69,1,0.161875,0.230000,0.018889,0.112222,1,0,0,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
0002af997ecdfcf4,xclick,/m/01c648,1,0.250000,0.363750,0.236667,0.334444,0,0,0,0,0,0.355625,0.250000,0.363750,0.271875,0.236667,0.238889,0.245556,0.334444
0002af997ecdfcf4,xclick,/m/01mzpv,1,0.433125,0.573125,0.501111,0.734444,1,0,0,0,0,0.440625,0.481875,0.433125,0.573125,0.501111,0.734444,0.518889,0.661111
0002af997ecdfcf4,xclick,/m/01mzpv,1,0.666875,0.763750,0.463333,0.520000,1,0,0,0,0,0.697500,0.688125,0.666875,0.763750,0.463333,0.520000,0.467778,0.490000
